symbol,lastPrice,priceChangePercent,quoteVolume,timestamp
ETHDAI,3834.2,-2.719,218984.778469,2025-10-31 12:48:46.902247
BNBDAI,561.9,-0.513,511363.3393,2025-10-31 12:48:46.902247
USDTDAI,1.0,-0.01,14488661.42474,2025-10-31 12:48:46.902247
BUSDDAI,1.0,0.02,2172274.86144,2025-10-31 12:48:46.902247
JSTBNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
JSTBTC,3.2e-07,0.0,1.75293689,2025-10-31 12:48:46.902247
JSTBUSD,0.02103,-17.626,428187.87155,2025-10-31 12:48:46.902247
JSTUSDT,0.03504,0.114,3630077.872139,2025-10-31 12:48:46.902247
SRMBNB,0.00084,-18.169,2213.55749567,2025-10-31 12:48:46.902247
SRMBTC,1.523e-05,-0.587,16.48779955,2025-10-31 12:48:46.902247
SRMBUSD,0.0353,-7.422,368465.652495,2025-10-31 12:48:46.902247
SRMUSDT,0.24442,-5.461,472900.205855,2025-10-31 12:48:46.902247
ANTBNB,0.01764,-28.38,836.532554,2025-10-31 12:48:46.902247
ANTBTC,0.0001432,4.962,13.45762312,2025-10-31 12:48:46.902247
ANTBUSD,4.303,-0.394,215579.19,2025-10-31 12:48:46.902247
ANTUSDT,7.407,-0.377,549957.8717,2025-10-31 12:48:46.902247
CRVBNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
CRVBTC,4.5e-06,-7.025,0.98214083,2025-10-31 12:48:46.902247
CRVBUSD,0.5041,5.615,611288.99023,2025-10-31 12:48:46.902247
CRVUSDT,0.492,-8.872,23326265.1049,2025-10-31 12:48:46.902247
SANDBNB,0.000668,-9.73,245.535809,2025-10-31 12:48:46.902247
SANDBTC,1.83e-06,-3.684,0.24786366,2025-10-31 12:48:46.902247
SANDUSDT,0.2004,-5.293,4299477.761,2025-10-31 12:48:46.902247
SANDBUSD,0.3261,1.716,359809.8573,2025-10-31 12:48:46.902247
OCEANBNB,0.001044,-12.927,533.224157,2025-10-31 12:48:46.902247
OCEANBTC,9.64e-06,-3.6,3.96541218,2025-10-31 12:48:46.902247
OCEANBUSD,0.2848,-5.727,580693.7387,2025-10-31 12:48:46.902247
OCEANUSDT,0.6123,-1.194,397142.0297,2025-10-31 12:48:46.902247
NMRBTC,0.0001065,-2.74,0.33147896,2025-10-31 12:48:46.902247
NMRBUSD,11.43,-12.548,265669.7719,2025-10-31 12:48:46.902247
NMRUSDT,11.71,-4.797,1159894.4012,2025-10-31 12:48:46.902247
DOTBNB,0.002645,-4.409,51.46908313,2025-10-31 12:48:46.902247
DOTBTC,2.64e-05,-4.933,18.810702,2025-10-31 12:48:46.902247
DOTBUSD,7.373,6.362,948437.6709,2025-10-31 12:48:46.902247
DOTUSDT,2.893,-6.527,29328822.96854,2025-10-31 12:48:46.902247
LUNABNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
LUNABTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
LUNABUSD,0.9442,-18.095,964173.346566,2025-10-31 12:48:46.902247
LUNAUSDT,0.0938,-3.597,1337442.295607,2025-10-31 12:48:46.902247
IDEXBTC,3.5e-07,-2.778,4.15311185,2025-10-31 12:48:46.902247
IDEXBUSD,0.04879,8.955,235681.311383,2025-10-31 12:48:46.902247
RSRBNB,8.52e-06,7.848,1392.16681795,2025-10-31 12:48:46.902247
RSRBTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
RSRBUSD,0.00184,1.043,315415.0502368,2025-10-31 12:48:46.902247
RSRUSDT,0.005088,-8.44,3395527.3883563,2025-10-31 12:48:46.902247
PAXGBNB,6.469,-19.779,651.9774104,2025-10-31 12:48:46.902247
PAXGBTC,0.03666,2.949,12.58847587,2025-10-31 12:48:46.902247
PAXGBUSD,1941.0,-0.818,934811.8327,2025-10-31 12:48:46.902247
PAXGUSDT,4018.98,1.203,58821188.365876,2025-10-31 12:48:46.902247
WNXMBNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
WNXMBTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
WNXMBUSD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
WNXMUSDT,73.26,3.198,177656.5217,2025-10-31 12:48:46.902247
TRBBNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
TRBBTC,0.000226,-2.165,0.13255024,2025-10-31 12:48:46.902247
TRBBUSD,90.12,0.245,439414.6828,2025-10-31 12:48:46.902247
TRBUSDT,24.68,-4.563,3497262.38525,2025-10-31 12:48:46.902247
ETHNGN,0.0,0.0,0.0,2025-10-31 12:48:46.902247
DOTBIDR,72297.0,-18.007,8093608453.28,2025-10-31 12:48:46.902247
LINKAUD,7.986,-25.525,989488.17394,2025-10-31 12:48:46.902247
SXPAUD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
BZRXBNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
BZRXBTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
BZRXBUSD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
BZRXUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
WBTCBTC,0.9999,0.01,346.9317856,2025-10-31 12:48:46.902247
WBTCETH,28.55,0.919,12.6867756,2025-10-31 12:48:46.902247
SUSHIBNB,0.002698,-1.748,963.0966038,2025-10-31 12:48:46.902247
SUSHIBTC,4.5e-06,-3.017,0.4028057,2025-10-31 12:48:46.902247
SUSHIBUSD,0.566,-3.082,357073.933,2025-10-31 12:48:46.902247
SUSHIUSDT,0.4922,-5.564,2979157.1727,2025-10-31 12:48:46.902247
YFIIBNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
YFIIBTC,0.07249,1.74,26.84283407,2025-10-31 12:48:46.902247
YFIIBUSD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
YFIIUSDT,435.5,2.302,762617.42137,2025-10-31 12:48:46.902247
KSMBNB,0.0908,-16.467,2018.1986607,2025-10-31 12:48:46.902247
KSMBTC,8.77e-05,-2.23,0.56359772,2025-10-31 12:48:46.902247
KSMBUSD,18.87,5.067,311525.51578,2025-10-31 12:48:46.902247
KSMUSDT,9.66,-3.976,1407400.28914,2025-10-31 12:48:46.902247
EGLDBNB,0.00838,-3.456,9.6120518,2025-10-31 12:48:46.902247
EGLDBTC,8.37e-05,-3.904,0.83516409,2025-10-31 12:48:46.902247
EGLDBUSD,41.53,-1.797,628841.5319,2025-10-31 12:48:46.902247
EGLDUSDT,9.17,-5.561,1477313.3901,2025-10-31 12:48:46.902247
DIABNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
DIABTC,4.76e-06,-1.856,0.50672179,2025-10-31 12:48:46.902247
DIABUSD,0.2384,-2.094,152039.78789,2025-10-31 12:48:46.902247
DIAUSDT,0.5221,-4.149,2453102.14889,2025-10-31 12:48:46.902247
RUNEUSDT,0.843,-4.096,3927445.3298,2025-10-31 12:48:46.902247
FIOUSDT,0.01138,-6.645,693982.40307,2025-10-31 12:48:46.902247
UMABTC,9.72e-06,-2.41,0.05678499,2025-10-31 12:48:46.902247
UMAUSDT,1.069,-4.039,866323.5264,2025-10-31 12:48:46.902247
EOSUPUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
EOSDOWNUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
TRXUPUSDT,0.03854,2.719,140483.6042582,2025-10-31 12:48:46.902247
TRXDOWNUSDT,1.139,-0.263,185849.63918,2025-10-31 12:48:46.902247
XRPUPUSDT,0.0855,-6.964,218694.288049,2025-10-31 12:48:46.902247
XRPDOWNUSDT,8.172e-05,0.64,149761.85290816,2025-10-31 12:48:46.902247
DOTUPUSDT,0.096,-2.041,206623.04941,2025-10-31 12:48:46.902247
DOTDOWNUSDT,16.737,-2.437,179146.38326,2025-10-31 12:48:46.902247
SRMBIDR,0.0,0.0,0.0,2025-10-31 12:48:46.902247
ONEBIDR,0.0,0.0,0.0,2025-10-31 12:48:46.902247
LINKTRY,727.2,-5.913,25416653.947,2025-10-31 12:48:46.902247
USDTNGN,1518.4,-0.151,585543361.62,2025-10-31 12:48:46.902247
BELBNB,0.002538,-13.82,1181.5664413,2025-10-31 12:48:46.902247
BELBTC,1.97e-06,3.684,1.82686224,2025-10-31 12:48:46.902247
BELBUSD,0.5356,-22.015,347004.21775,2025-10-31 12:48:46.902247
BELUSDT,0.2184,2.776,7445452.24218,2025-10-31 12:48:46.902247
WINGBNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
WINGBTC,0.0001093,-15.858,9.00614602,2025-10-31 12:48:46.902247
SWRVBNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
SWRVBUSD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
WINGBUSD,5.79,5.464,374167.0429,2025-10-31 12:48:46.902247
WINGUSDT,0.326,-23.294,334298.94935,2025-10-31 12:48:46.902247
LTCUPUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
LTCDOWNUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
LENDBKRW,0.0,0.0,0.0,2025-10-31 12:48:46.902247
SXPEUR,0.2654,6.715,796938.99709,2025-10-31 12:48:46.902247
CREAMBNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
CREAMBUSD,19.86,1.638,430373.56049,2025-10-31 12:48:46.902247
UNIBNB,0.01464,-22.54,1435.2991165,2025-10-31 12:48:46.902247
UNIBTC,5.37e-05,-2.364,1.89962119,2025-10-31 12:48:46.902247
UNIBUSD,4.58,-2.698,459136.42929,2025-10-31 12:48:46.902247
UNIUSDT,5.881,-4.156,36447454.43687,2025-10-31 12:48:46.902247
NBSBTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
NBSUSDT,0.00166,-8.791,568886.572924,2025-10-31 12:48:46.902247
OXTBTC,3.5e-07,0.0,0.03348415,2025-10-31 12:48:46.902247
OXTUSDT,0.038,-4.04,281248.2239,2025-10-31 12:48:46.902247
SUNBTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
SUNUSDT,0.02212,-2.081,2924843.83682,2025-10-31 12:48:46.902247
AVAXBNB,0.01684,-5.18,57.6442762,2025-10-31 12:48:46.902247
AVAXBTC,0.0001674,-5.955,28.39525396,2025-10-31 12:48:46.902247
AVAXBUSD,38.99,-4.201,1126622.1348,2025-10-31 12:48:46.902247
AVAXUSDT,18.35,-7.603,77635249.199,2025-10-31 12:48:46.902247
HNTBTC,0.0002357,-1.05,16.69609774,2025-10-31 12:48:46.902247
HNTUSDT,4.67,1.743,863151.1729,2025-10-31 12:48:46.902247
BAKEBNB,0.0006028,-19.883,699.51505574,2025-10-31 12:48:46.902247
BURGERBNB,0.001536,-18.73,1549.4683445,2025-10-31 12:48:46.902247
SXPBIDR,0.0,0.0,0.0,2025-10-31 12:48:46.902247
LINKBKRW,0.0,0.0,0.0,2025-10-31 12:48:46.902247
FLMBNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
FLMBTC,2.3e-07,-8.0,2.16980837,2025-10-31 12:48:46.902247
FLMBUSD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
FLMUSDT,0.0258,-2.273,17486717.0584,2025-10-31 12:48:46.902247
SCRTBTC,1.3e-06,-5.797,0.47020312,2025-10-31 12:48:46.902247
SCRTETH,0.000164,-4.206,82.5854991,2025-10-31 12:48:46.902247
CAKEBNB,0.00222,-4.844,36.19216518,2025-10-31 12:48:46.902247
CAKEBUSD,1.54,-5.114,596916.0336,2025-10-31 12:48:46.902247
SPARTABNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
UNIUPUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
UNIDOWNUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
ORNBTC,1.586e-05,13.124,4.58565163,2025-10-31 12:48:46.902247
ORNUSDT,1.053,1.641,495531.1276,2025-10-31 12:48:46.902247
TRXNGN,0.0,0.0,0.0,2025-10-31 12:48:46.902247
SXPTRY,4.655,-5.29,2728056.8123,2025-10-31 12:48:46.902247
UTKBTC,4.5e-07,-10.0,1.68477037,2025-10-31 12:48:46.902247
UTKUSDT,0.01802,-4.908,244846.4363,2025-10-31 12:48:46.902247
XVSBNB,0.00413,0.0,4.5839658,2025-10-31 12:48:46.902247
XVSBTC,4.12e-05,-1.905,0.12162334,2025-10-31 12:48:46.902247
XVSBUSD,7.03,-7.011,319670.8072,2025-10-31 12:48:46.902247
XVSUSDT,4.52,-3.83,488774.8224,2025-10-31 12:48:46.902247
ALPHABNB,0.000299,-17.631,1330.877507,2025-10-31 12:48:46.902247
ALPHABTC,3.5e-07,-23.913,2.65411375,2025-10-31 12:48:46.902247
ALPHABUSD,0.0771,-2.033,193701.3149,2025-10-31 12:48:46.902247
ALPHAUSDT,0.0097,-3.0,420453.1765,2025-10-31 12:48:46.902247
VIDTBTC,2e-08,-93.103,7.09601685,2025-10-31 12:48:46.902247
VIDTBUSD,0.02305,-6.11,619689.21084,2025-10-31 12:48:46.902247
AAVEBNB,0.1517,-2.943,1172.2766817,2025-10-31 12:48:46.902247
BTCBRL,591903.0,-1.048,87449223.76562,2025-10-31 12:48:46.902247
USDTBRL,5.399,0.621,250628042.30876,2025-10-31 12:48:46.902247
AAVEBTC,0.001984,-3.876,3.92503224,2025-10-31 12:48:46.902247
AAVEETH,0.05679,-2.757,24.566048,2025-10-31 12:48:46.902247
AAVEBUSD,93.0,-1.253,414864.30286,2025-10-31 12:48:46.902247
AAVEUSDT,217.63,-5.386,22957364.57747,2025-10-31 12:48:46.902247
AAVEBKRW,0.0,0.0,0.0,2025-10-31 12:48:46.902247
NEARBNB,0.001943,-4.097,14.6429669,2025-10-31 12:48:46.902247
NEARBTC,1.923e-05,-5.271,1.5812079,2025-10-31 12:48:46.902247
NEARBUSD,2.249,-8.354,553058.0996,2025-10-31 12:48:46.902247
NEARUSDT,2.107,-6.935,28387377.4826,2025-10-31 12:48:46.902247
SXPUPUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
SXPDOWNUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
DOTBKRW,0.0,0.0,0.0,2025-10-31 12:48:46.902247
SXPGBP,0.0,0.0,0.0,2025-10-31 12:48:46.902247
FILBNB,0.00656,-1.353,934.486996,2025-10-31 12:48:46.902247
FILBTC,1.376e-05,-2.825,17.60329728,2025-10-31 12:48:46.902247
FILBUSD,4.554,4.02,297279.53581,2025-10-31 12:48:46.902247
FILUSDT,1.508,-4.497,19535250.56835,2025-10-31 12:48:46.902247
FILUPUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
FILDOWNUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
YFIUPUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
YFIDOWNUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
INJBNB,0.00712,-5.82,36.3064302,2025-10-31 12:48:46.902247
INJBTC,7.11e-05,-6.077,0.81689331,2025-10-31 12:48:46.902247
INJBUSD,25.464,6.344,1001695.747596,2025-10-31 12:48:46.902247
INJUSDT,7.8,-7.801,9218490.1361,2025-10-31 12:48:46.902247
AERGOBTC,2.57e-06,-2.652,8.38625211,2025-10-31 12:48:46.902247
AERGOBUSD,0.1003,8.198,412292.3735,2025-10-31 12:48:46.902247
LINKEUR,14.91,-5.931,1368472.3056,2025-10-31 12:48:46.902247
ONEBUSD,0.01505,3.865,458866.723674,2025-10-31 12:48:46.902247
EASYETH,0.0,0.0,0.0,2025-10-31 12:48:46.902247
AUDIOBTC,3.6e-07,0.0,0.03034176,2025-10-31 12:48:46.902247
AUDIOBUSD,0.1527,-3.659,367370.1577,2025-10-31 12:48:46.902247
AUDIOUSDT,0.0389,-3.713,378832.6202,2025-10-31 12:48:46.902247
CTKBNB,0.000276,-1.779,47.8542175,2025-10-31 12:48:46.902247
CTKBTC,2.76e-06,-2.128,0.48177405,2025-10-31 12:48:46.902247
CTKBUSD,0.534,-9.949,348718.626,2025-10-31 12:48:46.902247
CTKUSDT,0.3018,-4.19,618215.52072,2025-10-31 12:48:46.902247
BCHUPUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
BCHDOWNUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
BOTBTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
BOTBUSD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
ETHBRL,20709.51,-2.126,27927738.332026,2025-10-31 12:48:46.902247
DOTEUR,2.503,-6.079,1929802.003,2025-10-31 12:48:46.902247
AKROBTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
AKROUSDT,0.000981,-10.574,204099.220468,2025-10-31 12:48:46.902247
KP3RBNB,0.2025,-19.707,1864.475746,2025-10-31 12:48:46.902247
KP3RBUSD,45.39,-11.469,450876.2117,2025-10-31 12:48:46.902247
AXSBNB,0.001388,-54.788,409.62733934,2025-10-31 12:48:46.902247
AXSBTC,1.312e-05,-2.598,2.18040045,2025-10-31 12:48:46.902247
AXSBUSD,5.88,0.685,479553.14,2025-10-31 12:48:46.902247
AXSUSDT,1.438,-4.388,3006888.09641,2025-10-31 12:48:46.902247
HARDBNB,0.000592,10.861,1245.952893,2025-10-31 12:48:46.902247
HARDBTC,3.18e-06,4.605,4.56624805,2025-10-31 12:48:46.902247
HARDBUSD,0.1091,-4.13,437924.1318,2025-10-31 12:48:46.902247
HARDUSDT,0.0095,-40.252,138020.6777,2025-10-31 12:48:46.902247
BNBBRL,5898.0,-1.667,2687769.277,2025-10-31 12:48:46.902247
LTCEUR,81.27,-4.646,762345.80293,2025-10-31 12:48:46.902247
RENBTCBTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
RENBTCETH,0.0,0.0,0.0,2025-10-31 12:48:46.902247
DNTBUSD,0.036,-2.703,760489.7406,2025-10-31 12:48:46.902247
DNTUSDT,0.036,-6.005,775093.2743,2025-10-31 12:48:46.902247
SLPETH,2.7e-07,-3.571,1.23442068,2025-10-31 12:48:46.902247
ADAEUR,0.5304,-4.878,3581753.59304,2025-10-31 12:48:46.902247
LTCNGN,0.0,0.0,0.0,2025-10-31 12:48:46.902247
CVPETH,0.00032,-4.335,315.3898881,2025-10-31 12:48:46.902247
CVPBUSD,0.343,11.617,404343.59597,2025-10-31 12:48:46.902247
STRAXBTC,2.7e-07,-6.897,0.05415818,2025-10-31 12:48:46.902247
STRAXETH,0.0003188,-10.248,349.58661157,2025-10-31 12:48:46.902247
STRAXBUSD,0.471,-11.132,634366.5708,2025-10-31 12:48:46.902247
STRAXUSDT,0.03027,-4.691,273758.57185,2025-10-31 12:48:46.902247
FORBTC,6e-08,-76.0,12.8851726,2025-10-31 12:48:46.902247
FORBUSD,0.01703,-7.796,350673.04371,2025-10-31 12:48:46.902247
UNFIBNB,0.0,0.0,0.0,2025-10-31 12:48:46.902247
UNFIBTC,1.85e-05,-22.917,3.07718115,2025-10-31 12:48:46.902247
UNFIBUSD,7.815,-6.698,304425.3281,2025-10-31 12:48:46.902247
UNFIUSDT,1.341,-0.075,389135.2309,2025-10-31 12:48:46.902247
FRONTETH,0.0,0.0,0.0,2025-10-31 12:48:46.902247
FRONTBUSD,0.3322,-0.15,356410.0571,2025-10-31 12:48:46.902247
BCHABUSD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
ROSEBTC,1.4e-07,0.0,0.04138153,2025-10-31 12:48:46.902247
ROSEBUSD,0.06826,-5.326,603605.060724,2025-10-31 12:48:46.902247
ROSEUSDT,0.01517,-5.718,1705459.504101,2025-10-31 12:48:46.902247
AVAXTRY,771.9,-7.557,144292246.067,2025-10-31 12:48:46.902247
BUSDBRL,4.991,0.483,12038082.8389,2025-10-31 12:48:46.902247
AVAUSDT,0.3766,-10.885,3093700.9019,2025-10-31 12:48:46.902247
SYSBUSD,0.0818,-7.151,252181.4617,2025-10-31 12:48:46.902247
XEMUSDT,0.01596,3.167,299857.23906,2025-10-31 12:48:46.902247
HEGICETH,0.0,0.0,0.0,2025-10-31 12:48:46.902247
HEGICBUSD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
AAVEUPUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
AAVEDOWNUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
PROMBNB,0.01443,-15.267,1535.2937245,2025-10-31 12:48:46.902247
PROMBUSD,4.424,3.558,477986.28159,2025-10-31 12:48:46.902247
XRPBRL,13.399,-3.445,3859295.7435,2025-10-31 12:48:46.902247
XRPNGN,0.0,0.0,0.0,2025-10-31 12:48:46.902247
SKLBTC,1.7e-07,0.0,0.08939368,2025-10-31 12:48:46.902247
SKLBUSD,0.0215,-22.939,553335.33009,2025-10-31 12:48:46.902247
SKLUSDT,0.01831,-3.224,1171472.72484,2025-10-31 12:48:46.902247
BCHEUR,480.2,-2.774,294572.8989,2025-10-31 12:48:46.902247
YFIEUR,4835.0,-26.853,555117.7073,2025-10-31 12:48:46.902247
ZILBIDR,253.4,-10.617,3188876915.6,2025-10-31 12:48:46.902247
SUSDBTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
SUSDETH,0.0,0.0,0.0,2025-10-31 12:48:46.902247
SUSDUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
COVERETH,0.0,0.0,0.0,2025-10-31 12:48:46.902247
COVERBUSD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
GLMBTC,1.67e-06,0.602,0.08056405,2025-10-31 12:48:46.902247
GLMETH,0.0001502,-4.087,253.7295973,2025-10-31 12:48:46.902247
GHSTETH,0.0008175,1.856,348.7750557,2025-10-31 12:48:46.902247
GHSTBUSD,0.957,-0.416,370444.3615,2025-10-31 12:48:46.902247
SUSHIUPUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
SUSHIDOWNUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
XLMUPUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
XLMDOWNUSDT,0.0,0.0,0.0,2025-10-31 12:48:46.902247
LINKBRL,93.12,-5.51,801048.299,2025-10-31 12:48:46.902247
LINKNGN,0.0,0.0,0.0,2025-10-31 12:48:46.902247
LTCRUB,6383.1,-6.355,42062655.6067,2025-10-31 12:48:46.902247
TRXTRY,12.407,-0.601,94637535.148,2025-10-31 12:48:46.902247
XLMEUR,0.2614,-4.459,380417.6793,2025-10-31 12:48:46.902247
DFETH,0.0,0.0,0.0,2025-10-31 12:48:46.902247
DFBUSD,0.036,-6.977,576880.6958,2025-10-31 12:48:46.902247
GRTBTC,5.6e-07,-3.448,0.34984279,2025-10-31 12:48:46.902247
GRTETH,1.603e-05,-1.11,6.70631887,2025-10-31 12:48:46.902247
GRTUSDT,0.06122,-3.999,3910351.43038,2025-10-31 12:48:46.902247
JUVBTC,0.0001377,1.774,19.45880227,2025-10-31 12:48:46.902247
JUVBUSD,2.065,-5.405,346681.66884,2025-10-31 12:48:46.902247
JUVUSDT,0.816,-4.113,940623.04461,2025-10-31 12:48:46.902247
PSGBTC,6.93e-05,-2.394,2.85394385,2025-10-31 12:48:46.902247
PSGBUSD,3.019,-6.388,420181.94572,2025-10-31 12:48:46.902247
PSGUSDT,1.121,-3.777,388810.17319,2025-10-31 12:48:46.902247
BUSDBVND,0.0,0.0,0.0,2025-10-31 12:48:46.902247
USDTBVND,0.0,0.0,0.0,2025-10-31 12:48:46.902247
1INCHBTC,1.47e-06,-3.922,0.19805981,2025-10-31 12:48:46.902247
1INCHUSDT,0.1611,-6.337,1075031.94656,2025-10-31 12:48:46.902247
REEFBTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
REEFUSDT,0.000688,2.687,389266.024341,2025-10-31 12:48:46.902247
OGBTC,0.0001022,-4.486,0.33957566,2025-10-31 12:48:46.902247
OGUSDT,11.153,-7.205,8142167.27,2025-10-31 12:48:46.902247
ATMBTC,9.44e-05,-14.26,16.1507373,2025-10-31 12:48:46.902247
ATMUSDT,1.025,-6.903,655094.04865,2025-10-31 12:48:46.902247
ASRBTC,0.0001339,5.934,15.78582709,2025-10-31 12:48:46.902247
ASRUSDT,1.374,-4.318,487641.8925,2025-10-31 12:48:46.902247
CELOBTC,2.14e-06,-6.14,0.43159413,2025-10-31 12:48:46.902247
CELOUSDT,0.2335,-8.107,2623920.47635,2025-10-31 12:48:46.902247
RIFBTC,4.1e-07,0.0,0.00485604,2025-10-31 12:48:46.902247
RIFUSDT,0.0453,-2.16,332579.821,2025-10-31 12:48:46.902247
CHZTRY,1.289,-4.235,24743409.978,2025-10-31 12:48:46.902247
XLMTRY,12.69,-4.887,18155219.634,2025-10-31 12:48:46.902247
LINKGBP,13.173,17.49,349946.11741,2025-10-31 12:48:46.902247
GRTEUR,0.05293,-3.588,97744.31858,2025-10-31 12:48:46.902247
BTCSTBTC,0.000331,-3.075,10.5139759,2025-10-31 12:48:46.902247
BTCSTBUSD,1.16,-16.547,616032.136,2025-10-31 12:48:46.902247
BTCSTUSDT,5.35,-5.142,662594.7346,2025-10-31 12:48:46.902247
TRUBTC,4.2e-07,5.0,3.85772219,2025-10-31 12:48:46.902247
TRUBUSD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
TRUUSDT,0.0178,-6.806,1813116.5471,2025-10-31 12:48:46.902247
DEXEETH,0.001378,-16.636,155.91987613,2025-10-31 12:48:46.902247
DEXEBUSD,2.1,-8.096,154693.89125,2025-10-31 12:48:46.902247
EOSEUR,0.762,6.128,370863.023,2025-10-31 12:48:46.902247
LTCBRL,508.3,-3.567,339066.7279,2025-10-31 12:48:46.902247
USDCBUSD,0.9999,-0.01,7518495.591678,2025-10-31 12:48:46.902247
TUSDBUSD,0.9966,-0.15,2317740.6505,2025-10-31 12:48:46.902247
PAXBUSD,0.0,0.0,0.0,2025-10-31 12:48:46.902247
CKBBTC,0.0,0.0,0.0,2025-10-31 12:48:46.902247
CKBBUSD,0.00265,-17.651,365616.291696,2025-10-31 12:48:46.902247
CKBUSDT,0.003136,-3.656,2509023.16175,2025-10-31 12:48:46.902247
TWTBTC,1.229e-05,-4.507,4.57626422,2025-10-31 12:48:46.902247
TWTBUSD,0.7924,-1.381,359555.9728,2025-10-31 12:48:46.902247
TWTUSDT,1.2195,-2.759,9106389.1397,2025-10-31 12:48:46.902247
FIROBTC,2.005e-05,9.563,1.78140868,2025-10-31 12:48:46.902247
FIROETH,0.0,0.0,0.0,2025-10-31 12:48:46.902247
FIROUSDT,0.3,-25.0,415626.4836,2025-10-31 12:48:46.902247
BETHETH,0.9996,0.07,4193.39918344,2025-10-31 12:48:46.902247
DOGEEUR,0.15983,-3.867,1582076.03428,2025-10-31 12:48:46.902247
DOGETRY,7.767,-4.277,153978979.725,2025-10-31 12:48:46.902247
DOGEAUD,0.09449,4.989,507777.70815,2025-10-31 12:48:46.902247
DOGEBRL,0.998,-3.5,1183696.8397,2025-10-31 12:48:46.902247
DOTNGN,0.0,0.0,0.0,2025-10-31 12:48:46.902247
PROSETH,0.000216,-17.336,263.7255348,2025-10-31 12:48:46.902247
LITBTC,7.75e-06,-2.638,6.07726538,2025-10-31 12:48:46.902247
LITBUSD,0.812,-2.638,431846.7159,2025-10-31 12:48:46.902247
LITUSDT,0.743,5.241,799655.0663,2025-10-31 12:48:46.902247
BTCVAI,0.0,0.0,0.0,2025-10-31 12:48:46.902247
BUSDVAI,1.015,0.495,904204.6811,2025-10-31 12:48:46.902247
SFPBTC,3.13e-06,-1.262,0.05901989,2025-10-31 12:48:46.902247
SFPBUSD,0.5992,4.884,341626.6085,2025-10-31 12:48:46.902247
SFPUSDT,0.3439,-3.127,583315.3597,2025-10-31 12:48:46.902247
DOGEGBP,0.07759,2.877,80663.46535,2025-10-31 12:48:46.902247
DOTTRY,121.5,-6.61,15822419.384,2025-10-31 12:48:46.902247
